1963,1
1964,5
1965,34
1966,64
1967,59
1968,101
1969,288
1970,301
1971,411
1972,441
1973,483
1974,477
1975,404
1976,380
1977,324
1978,312
1979,321
1980,330
1981,310
1982,337
1983,368
1984,371
1985,368
1986,381
1987,402
1988,360
1989,417
1990,403
1991,412
1992,426
1993,418
1994,464
1995,480
1996,510
1997,383
1998,517
1999,535
2000,513
2001,585
2002,594
2003,642
2004,602
2005,691
2006,726
2007,680
2008,755
2009,758
2010,795
2011,879
2012,914
2013,987
2014,947
2015,980
2016,259
