1984,2
1985,1
1974,1
1976,2
1982,1
1992,1
1964,1
1994,1
1996,1
1965,2
1977,1
2003,1
2005,4
2006,3
2007,5
2008,2
2009,1
1978,1
2011,1
2012,2
2014,3
