1981,1
1982,4
1983,2
1984,5
1985,4
1986,2
1987,5
1988,3
1989,3
1990,4
1991,3
1992,1
1998,2
1999,1
2001,2
2002,1
2003,2
2007,3
2008,2
2009,1
2010,2
2011,1
2014,1
2015,1
