1962,1
1963,2
1964,53
1965,67
1966,74
1967,122
1968,161
1969,310
1970,336
1971,369
1972,380
1973,402
1974,376
1975,300
1976,274
1977,222
1978,226
1979,234
1980,240
1981,219
1982,245
1983,233
1984,301
1985,335
1986,303
1987,494
1988,423
1989,453
1990,436
1991,457
1992,481
1993,463
1994,462
1995,394
1996,469
1997,350
1998,496
1999,422
2000,434
2001,488
2002,505
2003,536
2004,596
2005,610
2006,556
2007,562
2008,565
2009,575
2010,578
2011,546
2012,573
2013,598
2014,561
2015,536
2016,116
