1959,4
1960,16
1961,23
1962,31
1963,48
1964,45
1965,45
1966,57
1967,42
1968,57
1969,41
1970,80
1971,64
1972,58
1973,74
1974,85
1975,96
1976,103
1977,80
1978,95
1979,96
1980,92
1981,105
1982,90
1983,98
1984,102
1985,98
1986,98
1987,88
1988,75
1989,73
1990,71
1991,53
1992,53
1993,49
1994,53
1995,55
1996,42
1997,28
1998,27
1999,38
2000,28
2001,39
2002,31
2003,29
2004,32
2005,27
2006,35
2007,28
2008,28
2009,25
2010,27
2011,19
2012,33
2013,39
2014,26
2015,19
2016,5
